x1xx6c2_x1->x3,x1xx6c2_x1->x4,x1xx6c2_x1->x5,x1xx6c2_x2->x4,x1xx6c2_x2->x5,x1xx6c2_x3->x4,x1xx6c2_x3->x6,x1xx6c2_x4->x3,x1xx6c2_x4->x5,x1xx6c2_x5->x4,x1xx6c2_x5->x6,x1xx6c2_x6->x3,x1xx6c2_x6->x5,x1xx6c2_x5->xx5,x1xx6c2_xx5->xx5c1,x1xx6c2_x1->xx5c1,x1xx6c2_xx6->xx6c1,x1xx6c2_x1->xx6c1,x1xx6c2_x6->xx6,x1xx6c2_xx6->xx6c2,x1xx6c2_x1->xx6c2,x1xx6c2_x3->xx3,x1xx6c2_xx3->xx3c3,x1xx6c2_x2->xx3c3,x2xx3c3_x1->x3,x2xx3c3_x1->x4,x2xx3c3_x1->x5,x2xx3c3_x2->x4,x2xx3c3_x2->x5,x2xx3c3_x3->x4,x2xx3c3_x3->x6,x2xx3c3_x4->x3,x2xx3c3_x4->x5,x2xx3c3_x5->x4,x2xx3c3_x5->x6,x2xx3c3_x6->x3,x2xx3c3_x6->x5,x2xx3c3_x5->xx5,x2xx3c3_xx5->xx5c1,x2xx3c3_x1->xx5c1,x2xx3c3_xx6->xx6c1,x2xx3c3_x1->xx6c1,x2xx3c3_x6->xx6,x2xx3c3_xx6->xx6c2,x2xx3c3_x1->xx6c2,x2xx3c3_x3->xx3,x2xx3c3_xx3->xx3c3,x2xx3c3_x2->xx3c3,x1xx5c1_x1->x3,x1xx5c1_x1->x4,x1xx5c1_x1->x5,x1xx5c1_x2->x4,x1xx5c1_x2->x5,x1xx5c1_x3->x4,x1xx5c1_x3->x6,x1xx5c1_x4->x3,x1xx5c1_x4->x5,x1xx5c1_x5->x4,x1xx5c1_x5->x6,x1xx5c1_x6->x3,x1xx5c1_x6->x5,x1xx5c1_x5->xx5,x1xx5c1_xx5->xx5c1,x1xx5c1_x1->xx5c1,x1xx5c1_xx6->xx6c1,x1xx5c1_x1->xx6c1,x1xx5c1_x6->xx6,x1xx5c1_xx6->xx6c2,x1xx5c1_x1->xx6c2,x1xx5c1_x3->xx3,x1xx5c1_xx3->xx3c3,x1xx5c1_x2->xx3c3,x1xx6c1_x1->x3,x1xx6c1_x1->x4,x1xx6c1_x1->x5,x1xx6c1_x2->x4,x1xx6c1_x2->x5,x1xx6c1_x3->x4,x1xx6c1_x3->x6,x1xx6c1_x4->x3,x1xx6c1_x4->x5,x1xx6c1_x5->x4,x1xx6c1_x5->x6,x1xx6c1_x6->x3,x1xx6c1_x6->x5,x1xx6c1_x5->xx5,x1xx6c1_xx5->xx5c1,x1xx6c1_x1->xx5c1,x1xx6c1_xx6->xx6c1,x1xx6c1_x1->xx6c1,x1xx6c1_x6->xx6,x1xx6c1_xx6->xx6c2,x1xx6c1_x1->xx6c2,x1xx6c1_x3->xx3,x1xx6c1_xx3->xx3c3,x1xx6c1_x2->xx3c3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,0,0,1000,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,0,0,1000,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,0,0,1000,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,0,0,1000,0,0,1000, MAX
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 1, E
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0, 1, E
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 1, E
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, E
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 1, E
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, E
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, E
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, 0, E
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 1, E
